sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
DLM008,DLM008,SRS259449,SAMN00715146,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM008.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM008.scaftig.more500.corrected.break.fa
DLM009,DLM009,SRS259450,SAMN00715147,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM009.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM009.scaftig.more500.corrected.break.fa
DLM010,DLM010,SRS259512,SAMN00715209,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM010.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM010.scaftig.more500.corrected.break.fa
DLM011,DLM011,SRS259451,SAMN00715148,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM011.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM011.scaftig.more500.corrected.break.fa
DLM012,DLM012,SRS259513,SAMN00715210,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM012.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM012.scaftig.more500.corrected.break.fa
DLM013,DLM013,SRS259514,SAMN00715211,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM013.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM013.scaftig.more500.corrected.break.fa
DLM014,DLM014,SRS259515,SAMN00715212,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM014.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM014.scaftig.more500.corrected.break.fa
DLM015,DLM015,SRS259516,SAMN00715213,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM015.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM015.scaftig.more500.corrected.break.fa
DLM016,DLM016,SRS259517,SAMN00715214,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM016.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM016.scaftig.more500.corrected.break.fa
DLM017,DLM017,SRS259518,SAMN00715215,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM017.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM017.scaftig.more500.corrected.break.fa
DLM018,DLM018,SRS259519,SAMN00715216,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM018.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM018.scaftig.more500.corrected.break.fa
DLM019,DLM019,SRS259520,SAMN00715217,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM019.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM019.scaftig.more500.corrected.break.fa
DLM020,DLM020,SRS259521,SAMN00715218,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM020.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM020.scaftig.more500.corrected.break.fa
DLM021,DLM021,SRS259522,SAMN00715219,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM021.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM021.scaftig.more500.corrected.break.fa
DLM022,DLM022,SRS259523,SAMN00715220,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM022.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM022.scaftig.more500.corrected.break.fa
DLM023,DLM023,SRS259524,SAMN00715221,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM023.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM023.scaftig.more500.corrected.break.fa
DLM024,DLM024,SRS259525,SAMN00715222,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM024.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM024.scaftig.more500.corrected.break.fa
DLM027,DLM027,SRS259526,SAMN00715223,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM027.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM027.scaftig.more500.corrected.break.fa
DLM028,DLM028,SRS259527,SAMN00715224,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DLM028.scaftig.more500.corrected.break.fa.more500.more100.fa,DLM028.scaftig.more500.corrected.break.fa
DOF002,DOF002,SRS259452,SAMN00715149,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF002.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF002.scaftig.more500.corrected.break.fa
DOF003,DOF003,SRS259528,SAMN00715225,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF003.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF003.scaftig.more500.corrected.break.fa
DOF004,DOF004,SRS259529,SAMN00715226,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF004.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF004.scaftig.more500.corrected.break.fa
DOF006,DOF006,SRS259530,SAMN00715227,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF006.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF006.scaftig.more500.corrected.break.fa
DOF007,DOF007,SRS259453,SAMN00715150,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF007.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF007.scaftig.more500.corrected.break.fa
DOF008,DOF008,SRS259531,SAMN00715228,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF008.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF008.scaftig.more500.corrected.break.fa
DOF009,DOF009,SRS259454,SAMN00715151,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF009.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF009.scaftig.more500.corrected.break.fa
DOF010,DOF010,SRS259455,SAMN00715152,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF010.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF010.scaftig.more500.corrected.break.fa
DOF011,DOF011,SRS259456,SAMN00715153,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF011.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF011.scaftig.more500.corrected.break.fa
DOF012,DOF012,SRS259457,SAMN00715154,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF012.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF012.scaftig.more500.corrected.break.fa
DOF013,DOF013,SRS259458,SAMN00715155,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF013.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF013.scaftig.more500.corrected.break.fa
DOF014,DOF014,SRS259459,SAMN00715156,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOF014.scaftig.more500.corrected.break.fa.more500.more100.fa,DOF014.scaftig.more500.corrected.break.fa
DOM001,DOM001,SRS259532,SAMN00715229,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM001.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM001.scaftig.more500.corrected.break.fa
DOM003,DOM003,SRS259533,SAMN00715230,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM003.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM003.scaftig.more500.corrected.break.fa
DOM005,DOM005,SRS259460,SAMN00715157,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM005.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM005.scaftig.more500.corrected.break.fa
DOM008,DOM008,SRS259534,SAMN00715231,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM008.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM008.scaftig.more500.corrected.break.fa
DOM010,DOM010,SRS259535,SAMN00715232,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM010.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM010.scaftig.more500.corrected.break.fa
DOM012,DOM012,SRS259461,SAMN00715158,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM012.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM012.scaftig.more500.corrected.break.fa
DOM013,DOM013,SRS259536,SAMN00715233,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM013.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM013.scaftig.more500.corrected.break.fa
DOM014,DOM014,SRS259462,SAMN00715159,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM014.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM014.scaftig.more500.corrected.break.fa
DOM015,DOM015,SRS259537,SAMN00715234,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM015.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM015.scaftig.more500.corrected.break.fa
DOM016,DOM016,SRS259538,SAMN00715235,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM016.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM016.scaftig.more500.corrected.break.fa
DOM017,DOM017,SRS259463,SAMN00715160,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM017.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM017.scaftig.more500.corrected.break.fa
DOM018,DOM018,SRS259539,SAMN00715236,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM018.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM018.scaftig.more500.corrected.break.fa
DOM019,DOM019,SRS259540,SAMN00715237,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM019.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM019.scaftig.more500.corrected.break.fa
DOM020,DOM020,SRS259464,SAMN00715161,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM020.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM020.scaftig.more500.corrected.break.fa
DOM021,DOM021,SRS259465,SAMN00715162,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM021.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM021.scaftig.more500.corrected.break.fa
DOM022,DOM022,SRS259541,SAMN00715238,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM022.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM022.scaftig.more500.corrected.break.fa
DOM023,DOM023,SRS259466,SAMN00715163,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM023.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM023.scaftig.more500.corrected.break.fa
DOM024,DOM024,SRS259467,SAMN00715164,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM024.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM024.scaftig.more500.corrected.break.fa
DOM025,DOM025,SRS259468,SAMN00715165,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM025.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM025.scaftig.more500.corrected.break.fa
DOM026,DOM026,SRS259542,SAMN00715239,SRP008047,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,DOM026.scaftig.more500.corrected.break.fa.more500.more100.fa,DOM026.scaftig.more500.corrected.break.fa
ED10A,ED10A,SRS333668,SAMN00993243,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,ED10A.scaftig.more500.corrected.break.fa.more500.more100.fa,ED10A.scaftig.more500.corrected.break.fa
ED11A,ED11A,SRS333669,SAMN00993244,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,ED11A.scaftig.more500.corrected.break.fa.more500.more100.fa,ED11A.scaftig.more500.corrected.break.fa
ED16A,ED16A,SRS333670,SAMN00993245,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,ED16A.scaftig.more500.corrected.break.fa.more500.more100.fa,ED16A.scaftig.more500.corrected.break.fa
HT14A,HT14A,SRS333665,SAMN00993240,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,HT14A.scaftig.more500.corrected.break.fa.more500.more100.fa,HT14A.scaftig.more500.corrected.break.fa
